8600	0.35	0.092	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
5000	0.35	0.092	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
13000	0.35	0.092	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.20	0.092	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.25	0.092	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.200	0.001	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.011	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.016	0.13418	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.13364	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.15273	-0.073	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.13418	-0.160	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.13418	-0.070	0.003	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.13418	-0.073	0.001	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
8600	0.35	0.092	0.001	0.13418	-0.073	0.0015	0	11	0.1	0.189288	0.05	-0.06	0.3	3	3.8	0.22	0.3	0.05	0	0.0028388	2	1.17	2.8	2	0.05	1	1	1	0	0.22
